Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
ID129549,129549,2095,71.954,21.966,6.604,0,820,41,0.25,1
ID129776,129776,2102,34.302,56.42,8.361,0,820,41,0.25,1
ID129786,129786,2103,21.608,48.695,19.113,0,820,41,0.25,1
ID129859,129859,2105,62.587,33.606,3.362,0,820,41,0.25,1
ID129910,129910,2107,26.391,28.988,27.196,0,820,41,0.25,1
ID129939,129939,2108,21.888,34.198,14.729,0,820,41,0.25,1
ID130057,130057,2112,37.891,27.658,47.532,0,820,41,0.25,1
ID130093,130093,2113,26.647,63.556,34.506,0,820,41,0.25,1
ID130142,130142,2115,51.5,20.686,54.456,0,820,41,0.25,1
ID130305,130305,2120,59.678,79.197,9.089,0,820,41,0.25,1
ID130404,130404,2123,40.704,51.119,20.889,0,820,41,0.25,1
ID130695,130695,2133,43.27,8.107,38.91,0,820,41,0.25,1
ID130734,130734,2134,70.95,29.681,12.076,0,820,41,0.25,1
ID130766,130766,2135,69.535,74.457,50.787,0,820,41,0.25,1
ID130780,130780,2136,60.039,67.964,20.987,0,820,41,0.25,1
ID130812,130812,2137,73.254,27.891,22.823,0,820,41,0.25,1
ID130832,130832,2138,66.411,6.683,22.762,0,820,41,0.25,1
ID130909,130909,2140,23.897,44.439,29.414,0,820,41,0.25,1
ID130981,130981,2142,32.721,33.092,5.425,0,820,41,0.25,1
ID131099,131099,2146,63.44,3.848,29.978,0,820,41,0.25,1
ID131199,131199,2150,72.702,27.156,44.303,0,820,41,0.25,1
ID131303,131303,2153,50.24,22.737,25.723,0,820,41,0.25,1
ID131350,131350,2155,38.129,66.361,15.532,0,820,41,0.25,1
ID131419,131419,2157,49.659,11.453,5.487,0,820,41,0.25,1
ID131559,131559,2162,27.181,37.248,6.827,0,820,41,0.25,1
ID131605,131605,2163,73.229,61.784,14.616,0,820,41,0.25,1
ID131653,131653,2165,47.311,66.037,44.754,0,820,41,0.25,1
ID131692,131692,2166,37.468,78.39,44.376,0,820,41,0.25,1
ID131715,131715,2167,43.894,74.223,26.724,0,820,41,0.25,1
ID131777,131777,2169,58.18,53.267,32.339,0,820,41,0.25,1
ID131989,131989,2176,68.005,52.644,50.075,0,820,41,0.25,1
ID132044,132044,2178,29.55,47.927,22.212,0,820,41,0.25,1
ID132171,132171,2182,72.637,21.37,19.424,0,820,41,0.25,1
ID132213,132213,2184,54.554,48.284,-0.25,0,820,41,0.25,1
ID132345,132345,2188,41.109,21.021,12.914,0,820,41,0.25,1
ID132757,132757,2202,71.282,54.023,24.723,0,820,41,0.25,1
ID132834,132834,2204,42.356,21.385,2.887,0,820,41,0.25,1
ID132843,132843,2205,45.86,68.831,4.837,0,820,41,0.25,1
ID133044,133044,2211,30.38,53.504,43.608,0,820,41,0.25,1
ID133152,133152,2215,44.271,69.384,41.883,0,820,41,0.25,1
ID133223,133223,2217,28.617,36.914,18.875,0,820,41,0.25,1
ID133439,133439,2224,49.369,73.453,6.882,0,820,41,0.25,1
ID133453,133453,2225,48.419,68.234,29.869,0,820,41,0.25,1
ID133476,133476,2226,37.87,49.977,31.008,0,820,41,0.25,1
ID133512,133512,2227,54.219,47.941,14.074,0,820,41,0.25,1
ID133917,133917,2240,54.112,44.474,2.007,0,820,41,0.25,1
ID134143,134143,2248,73.232,18.72,45.054,0,820,41,0.25,1
ID134191,134191,2249,71.679,44.144,39.484,0,820,41,0.25,1
ID134236,134236,2251,55.245,25.319,51.617,0,820,41,0.25,1
ID134306,134306,2253,69.224,59.229,19.099,0,820,41,0.25,1
ID134561,134561,2262,21.971,30.204,24.713,0,820,41,0.25,1
ID134693,134693,2266,23.974,18.81,35.26,0,820,41,0.25,1
ID134779,134779,2269,69.89,79.512,6.558,0,820,41,0.25,1
ID134811,134811,2270,22.124,57.18,31.768,0,820,41,0.25,1
ID135063,135063,2279,47.984,41.422,31.117,0,820,41,0.25,1
ID135110,135110,2280,52.273,51.99,47.105,0,820,41,0.25,1
ID135573,135573,2296,29.646,8.562,8.215,0,820,41,0.25,1
ID135774,135774,2302,28.442,67.138,31.049,0,820,41,0.25,1
ID135952,135952,2308,53.371,76.58,9.395,0,820,41,0.25,1
ID135997,135997,2310,33.3,30.245,9.408,0,820,41,0.25,1
ID136114,136114,2314,37.684,59.797,24.296,0,820,41,0.25,1
ID136420,136420,2324,56.128,44.182,13.164,0,820,41,0.25,1
ID136538,136538,2328,52.842,16.461,17.763,0,820,41,0.25,1
ID136720,136720,2334,69.56,44.053,26.988,0,820,41,0.25,1
ID136836,136836,2338,48.683,22.91,54.021,0,820,41,0.25,1
ID136882,136882,2339,36.145,70.191,34.506,0,820,41,0.25,1
ID137088,137088,2346,46.425,12.997,35.363,0,820,41,0.25,1
ID137190,137190,2349,47.43,53.164,49.567,0,820,41,0.25,1
ID137208,137208,2350,35.664,5.781,37.167,0,820,41,0.25,1
ID137299,137299,2353,60.392,7.33,33.611,0,820,41,0.25,1
ID137405,137405,2357,57.859,64.74,22.626,0,820,41,0.25,1
ID137454,137454,2358,29.255,8.773,10.982,0,820,41,0.25,1
ID137471,137471,2359,46.83,49.4,34.717,0,820,41,0.25,1
ID137517,137517,2360,57.663,44.585,46.108,0,820,41,0.25,1
ID137922,137922,2374,57.52,20.324,35.049,0,820,41,0.25,1
ID138031,138031,2377,21.632,27.174,49.423,0,820,41,0.25,1
ID138049,138049,2378,49.705,78.665,39.039,0,820,41,0.25,1
ID138172,138172,2382,55.314,8.646,38.891,0,820,41,0.25,1
ID138467,138467,2392,27.891,38.49,5.957,0,820,41,0.25,1
ID138760,138760,2402,68.394,23.651,43.274,0,820,41,0.25,1
ID138852,138852,2405,53.962,64.39,46.63,0,820,41,0.25,1
ID139046,139046,2411,49.445,32.629,26.109,0,820,41,0.25,1
ID139174,139174,2416,49.662,72.128,40.573,0,820,41,0.25,1
ID139365,139365,2422,43.451,38.075,9.951,0,820,41,0.25,1
ID139421,139421,2424,51.316,69.531,25.826,0,820,41,0.25,1
ID139497,139497,2426,29.063,73.412,2.853,0,820,41,0.25,1
ID139526,139526,2427,40.283,77.999,37.876,0,820,41,0.25,1
ID139579,139579,2429,31.701,33.985,22.738,0,820,41,0.25,1
ID139690,139690,2433,38.672,47.324,48.041,0,820,41,0.25,1
ID139733,139733,2434,41.873,76.685,5.871,0,820,41,0.25,1
ID139980,139980,2442,40.039,15.909,9.556,0,820,41,0.25,1
ID140085,140085,2446,54.581,57.552,33.346,0,820,41,0.25,1
ID140162,140162,2449,34.023,4.904,22.264,0,820,41,0.25,1
ID140310,140310,2453,45.484,17.177,14.805,0,820,41,0.25,1
ID140824,140824,2471,70.733,17.866,45.902,0,820,41,0.25,1
ID141070,141070,2479,41.161,54.11,52.264,0,820,41,0.25,1
ID141169,141169,2482,38.075,30.335,38.507,0,820,41,0.25,1
ID141295,141295,2486,36.858,47.184,4.891,0,820,41,0.25,1
ID141475,141475,2492,41.704,14.799,24.854,0,820,41,0.25,1
ID141533,141533,2494,59.84,29.809,31.326,0,820,41,0.25,1
ID141711,141711,2500,62.033,73.679,30.684,0,820,41,0.25,1
ID141737,141737,2501,45.997,67.661,46.023,0,820,41,0.25,1
ID142018,142018,2510,70.697,51.004,42.603,0,820,41,0.25,1
ID142101,142101,2513,32.258,25.37,2.99,0,820,41,0.25,1
ID142132,142132,2514,27.514,40.282,12.981,0,820,41,0.25,1
ID142182,142182,2516,38.598,61.531,2.981,0,820,41,0.25,1
ID142209,142209,2517,62.516,28.14,23.45,0,820,41,0.25,1
ID142392,142392,2523,49.263,32.744,32.52,0,820,41,0.25,1
ID142511,142511,2527,25.139,45.233,45.592,0,820,41,0.25,1
ID142555,142555,2528,66.881,60.131,39.568,0,820,41,0.25,1
ID142704,142704,2533,34.189,29.437,18.95,0,820,41,0.25,1
ID142830,142830,2537,21.408,64.81,53.733,0,820,41,0.25,1
ID143156,143156,2548,46.659,38.49,28.153,0,820,41,0.25,1
ID143176,143176,2549,40.45,38.485,47.946,0,820,41,0.25,1
ID143202,143202,2550,72.439,5.119,27.846,0,820,41,0.25,1
ID143539,143539,2561,52.237,11.741,27.028,0,820,41,0.25,1
ID143646,143646,2565,58.615,52.702,13.648,0,820,41,0.25,1
ID143820,143820,2570,63.499,54.144,13.961,0,820,41,0.25,1
ID143866,143866,2572,54.633,41.816,32.447,0,820,41,0.25,1
ID143932,143932,2574,72.356,47.068,5.056,0,820,41,0.25,1
ID100042,100042,8,37.51,43.803,31.669,0,840,42,0.25,1
ID100417,100417,83,32.83,77.186,1.062,0,840,42,0.25,1
ID100485,100485,97,37.004,3.466,11.207,0,840,42,0.25,1
ID100594,100594,118,64.177,14.821,9.09,0,840,42,0.25,1
ID100752,100752,150,47.227,73.282,8.118,0,840,42,0.25,1
ID101079,101079,211,54.279,63.669,11.772,0,840,42,0.25,1
ID101242,101242,238,48.536,6.551,7.733,0,840,42,0.25,1
ID101332,101332,253,60.276,24.336,38.59,0,840,42,0.25,1
ID101681,101681,311,35.63,70.951,10.897,0,840,42,0.25,1
ID101736,101736,320,60.093,62.156,5.559,0,840,42,0.25,1
ID101818,101818,334,40.558,69.262,27.558,0,840,42,0.25,1
ID101948,101948,353,72.7,15.232,4.926,0,840,42,0.25,1
ID102011,102011,362,22.68,51.856,48.184,0,840,42,0.25,1
ID102144,102144,381,40.616,27.743,26.987,0,840,42,0.25,1
ID102195,102195,389,67.094,78.115,30.215,0,840,42,0.25,1
ID102435,102435,423,33.816,19.964,27.084,0,840,42,0.25,1
ID102576,102576,443,65.337,12.708,23.032,0,840,42,0.25,1
ID102684,102684,459,71.316,48.906,10.791,0,840,42,0.25,1
ID102694,102694,460,46.769,15.773,32.001,0,840,42,0.25,1
ID102872,102872,485,71.23,17.186,28.537,0,840,42,0.25,1
ID102898,102898,488,60.528,20.351,34.694,0,840,42,0.25,1
ID102905,102905,489,40.478,71.787,40.963,0,840,42,0.25,1
ID102943,102943,494,60.203,72.642,43.827,0,840,42,0.25,1
ID102963,102963,496,43.759,6.431,17.809,0,840,42,0.25,1
ID103110,103110,515,75.72,70.686,11.303,0,840,42,0.25,1
ID103240,103240,531,34.229,9.902,49.91,0,840,42,0.25,1
ID103364,103364,547,67.77,53.825,52.169,0,840,42,0.25,1
ID103515,103515,565,61.948,4.773,49.796,0,840,42,0.25,1
ID104174,104174,643,58.372,19.332,10.165,0,840,42,0.25,1
ID104362,104362,664,42.066,67.61,51.409,0,840,42,0.25,1
ID104470,104470,676,31.716,75.157,20.158,0,840,42,0.25,1
ID104667,104667,698,20.592,56.814,12.939,0,840,42,0.25,1
ID104788,104788,711,46.414,54.441,33.719,0,840,42,0.25,1
ID104856,104856,719,61.01,33.266,18.669,0,840,42,0.25,1
ID104870,104870,721,22.28,45.414,30.453,0,840,42,0.25,1
ID104934,104934,728,51.064,66.755,18.461,0,840,42,0.25,1
ID105222,105222,757,64.896,2.885,42.838,0,840,42,0.25,1
ID105361,105361,771,49.467,11.865,53.694,0,840,42,0.25,1
ID105412,105412,776,45.571,38.855,39.13,0,840,42,0.25,1
ID105587,105587,794,59.348,7.543,49.847,0,840,42,0.25,1
ID105657,105657,801,66.3,71.81,37.537,0,840,42,0.25,1
ID105764,105764,811,39.494,41.434,40.39,0,840,42,0.25,1
ID105773,105773,812,35.442,12.669,6.881,0,840,42,0.25,1
ID105879,105879,823,62.298,17.669,29.517,0,840,42,0.25,1
ID106081,106081,843,66.455,15.896,16.917,0,840,42,0.25,1
ID106193,106193,854,48.102,73.676,14.806,0,840,42,0.25,1
ID106273,106273,861,52.334,58.264,40.236,0,840,42,0.25,1
ID106295,106295,863,44.774,1.977,11.94,0,840,42,0.25,1
ID106347,106347,868,67.069,15.179,48.064,0,840,42,0.25,1
ID106378,106378,871,73.956,59.092,19.909,0,840,42,0.25,1
ID106649,106649,896,29.08,71.489,33.008,0,840,42,0.25,1
ID106792,106792,909,42.978,10.853,26.339,0,840,42,0.25,1
ID106957,106957,924,21.961,25.605,33.659,0,840,42,0.25,1
ID107207,107207,946,70.122,38.836,31.806,0,840,42,0.25,1
ID107294,107294,954,50.399,70.739,25.008,0,840,42,0.25,1
ID107388,107388,962,66.939,31.235,38.21,0,840,42,0.25,1
ID107427,107427,965,58.81,58.546,39.324,0,840,42,0.25,1
ID107508,107508,972,42.452,11.491,9.879,0,840,42,0.25,1
ID107582,107582,978,38.368,61.799,38.014,0,840,42,0.25,1
ID107695,107695,988,32.717,27.965,14.997,0,840,42,0.25,1
ID107885,107885,1004,24.148,14.446,42.576,0,840,42,0.25,1
ID107919,107919,1006,31.877,51.073,46.243,0,840,42,0.25,1
ID108006,108006,1014,75.282,42.9,2.696,0,840,42,0.25,1
ID108277,108277,1036,71.652,48.851,18.332,0,840,42,0.25,1
ID108325,108325,1040,47.973,25.513,35.146,0,840,42,0.25,1
ID108395,108395,1046,56.491,49.492,15.886,0,840,42,0.25,1
ID108681,108681,1068,51.69,67.546,27.832,0,840,42,0.25,1
ID109226,109226,1110,46.385,51.364,23.334,0,840,42,0.25,1
ID109628,109628,1141,55.676,78.219,23.206,0,840,42,0.25,1
ID109674,109674,1145,38.369,11.809,3.383,0,840,42,0.25,1
ID109804,109804,1155,46.796,41.22,52.653,0,840,42,0.25,1
ID109992,109992,1168,37.749,36.559,35.953,0,840,42,0.25,1
ID110089,110089,1175,71.7,70.692,28.311,0,840,42,0.25,1
ID110217,110217,1184,33.519,30.593,40.243,0,840,42,0.25,1
ID110229,110229,1185,70.275,77.457,36.608,0,840,42,0.25,1
ID110308,110308,1191,59.16,10.395,19.393,0,840,42,0.25,1
ID110779,110779,1224,60.884,6.404,45.616,0,840,42,0.25,1
ID110850,110850,1229,50.359,66.434,21.801,0,840,42,0.25,1
ID110854,110854,1230,24.177,14.113,30.974,0,840,42,0.25,1
ID111045,111045,1243,28.914,16.729,52.518,0,840,42,0.25,1
ID111052,111052,1244,42.329,69.726,48.561,0,840,42,0.25,1
ID111079,111079,1245,45.03,26.789,8.644,0,840,42,0.25,1
ID111086,111086,1246,53.034,37.831,50.343,0,840,42,0.25,1
ID111165,111165,1251,35.3,46.952,33.636,0,840,42,0.25,1
ID111355,111355,1264,74.549,10.445,48.976,0,840,42,0.25,1
ID111652,111652,1284,36.195,35.258,25.655,0,840,42,0.25,1
ID111668,111668,1285,50.451,60.985,12.857,0,840,42,0.25,1
ID111881,111881,1299,70.883,23.822,25.918,0,840,42,0.25,1
ID111933,111933,1302,55.983,3.363,51.384,0,840,42,0.25,1
ID111978,111978,1305,64.165,6.953,43.439,0,840,42,0.25,1
ID112055,112055,1310,33.071,77.456,19.788,0,840,42,0.25,1
ID112064,112064,1311,44.549,47.316,9.861,0,840,42,0.25,1
ID112191,112191,1319,24.276,73.237,20.765,0,840,42,0.25,1
ID112332,112332,1327,32.478,42.66,46.892,0,840,42,0.25,1
ID112361,112361,1329,68.589,28.76,15.141,0,840,42,0.25,1
ID112528,112528,1340,24.148,62.6,8.72,0,840,42,0.25,1
ID112562,112562,1342,20.899,54.911,42.416,0,840,42,0.25,1
ID112754,112754,1354,41.339,21.689,25.133,0,840,42,0.25,1
ID113350,113350,1391,41.045,23.032,40.18,0,840,42,0.25,1
ID113426,113426,1395,48.44,44.057,7.0,0,840,42,0.25,1
ID113452,113452,1397,23.85,31.809,21.34,0,840,42,0.25,1
ID113664,113664,1409,40.283,58.46,44.907,0,840,42,0.25,1
ID113920,113920,1424,57.519,50.535,12.224,0,840,42,0.25,1
ID114082,114082,1434,22.161,69.284,35.044,0,840,42,0.25,1
ID114231,114231,1443,74.526,26.241,36.787,0,840,42,0.25,1
ID114294,114294,1446,63.91,28.999,53.03,0,840,42,0.25,1
ID114331,114331,1448,44.772,49.62,13.355,0,840,42,0.25,1
ID114380,114380,1451,48.392,11.333,1.571,0,840,42,0.25,1
ID114462,114462,1456,33.209,29.899,1.694,0,840,42,0.25,1
ID114534,114534,1460,53.779,59.128,49.701,0,840,42,0.25,1
ID114558,114558,1461,56.754,5.711,35.651,0,840,42,0.25,1
ID114648,114648,1466,25.988,27.838,47.141,0,840,42,0.25,1
ID114915,114915,1481,20.705,55.744,22.234,0,840,42,0.25,1
ID115070,115070,1490,49.916,78.628,35.269,0,840,42,0.25,1
ID115126,115126,1493,74.008,11.021,34.041,0,840,42,0.25,1
ID115192,115192,1497,34.129,73.653,16.856,0,840,42,0.25,1
ID115368,115368,1506,28.783,23.054,36.926,0,840,42,0.25,1
ID115483,115483,1513,43.962,52.292,12.923,0,840,42,0.25,1
ID115549,115549,1516,62.508,72.491,10.982,0,840,42,0.25,1
ID115610,115610,1519,24.204,9.908,23.791,0,840,42,0.25,1
ID115833,115833,1531,23.308,19.888,18.256,0,840,42,0.25,1
ID115868,115868,1533,42.409,45.32,5.288,0,840,42,0.25,1
ID115935,115935,1537,47.366,2.543,12.342,0,840,42,0.25,1
ID116106,116106,1546,59.18,76.223,10.923,0,840,42,0.25,1
ID116131,116131,1547,42.297,37.52,2.837,0,840,42,0.25,1
ID116149,116149,1548,24.656,65.797,5.889,0,840,42,0.25,1
ID116192,116192,1550,28.461,46.322,51.118,0,840,42,0.25,1
ID116284,116284,1555,35.999,27.12,32.159,0,840,42,0.25,1
ID116367,116367,1559,21.1,3.428,30.837,0,840,42,0.25,1
ID116452,116452,1564,45.974,11.319,12.824,0,840,42,0.25,1
ID116514,116514,1567,23.618,43.141,49.753,0,840,42,0.25,1
ID116556,116556,1569,26.212,12.147,0.331,0,840,42,0.25,1
ID116757,116757,1579,48.788,17.119,27.447,0,840,42,0.25,1
ID116817,116817,1582,25.395,11.006,4.05,0,840,42,0.25,1
ID116830,116830,1583,71.817,63.393,52.552,0,840,42,0.25,1
ID116926,116926,1588,41.741,64.584,32.712,0,840,42,0.25,1
ID116940,116940,1589,26.012,61.269,39.707,0,840,42,0.25,1
ID117006,117006,1592,55.978,65.469,34.321,0,840,42,0.25,1
ID117296,117296,1606,45.408,38.709,49.147,0,840,42,0.25,1
ID117655,117655,1624,59.978,34.356,4.021,0,840,42,0.25,1
ID117794,117794,1631,47.246,59.612,17.172,0,840,42,0.25,1
ID117915,117915,1637,33.338,55.25,6.316,0,840,42,0.25,1
ID118021,118021,1642,57.438,42.682,21.499,0,840,42,0.25,1
ID118046,118046,1643,26.058,40.062,10.606,0,840,42,0.25,1
ID118093,118093,1645,73.358,72.273,15.638,0,840,42,0.25,1
ID118114,118114,1646,42.574,48.403,10.353,0,840,42,0.25,1
ID118265,118265,1653,74.071,46.637,53.839,0,840,42,0.25,1
ID118376,118376,1659,61.585,48.646,14.136,0,840,42,0.25,1
ID118418,118418,1661,72.774,76.082,35.075,0,840,42,0.25,1
ID118469,118469,1663,20.111,12.882,1.115,0,840,42,0.25,1
ID118546,118546,1667,31.991,76.127,49.175,0,840,42,0.25,1
ID118918,118918,1684,49.26,74.173,48.148,0,840,42,0.25,1
ID118990,118990,1687,56.186,64.63,48.576,0,840,42,0.25,1
ID119022,119022,1689,74.652,59.425,44.353,0,840,42,0.25,1
ID119089,119089,1692,35.29,66.213,9.24,0,840,42,0.25,1
ID119153,119153,1695,36.218,8.533,10.286,0,840,42,0.25,1
ID119200,119200,1697,66.93,13.829,36.762,0,840,42,0.25,1
ID119274,119274,1700,32.089,28.511,17.798,0,840,42,0.25,1
ID119290,119290,1701,52.78,17.791,3.967,0,840,42,0.25,1
ID119369,119369,1705,70.962,56.384,16.526,0,840,42,0.25,1
ID119409,119409,1706,29.144,26.607,32.075,0,840,42,0.25,1
ID119541,119541,1712,52.866,9.78,24.129,0,840,42,0.25,1
ID119872,119872,1727,66.445,31.017,38.253,0,840,42,0.25,1
ID119941,119941,1731,62.166,18.904,39.046,0,840,42,0.25,1
ID120205,120205,1742,66.731,6.672,29.6,0,840,42,0.25,1
ID120357,120357,1749,61.586,75.23,25.837,0,840,42,0.25,1
ID120564,120564,1758,72.905,34.604,9.447,0,840,42,0.25,1
ID120721,120721,1765,72.528,21.71,55.085,0,840,42,0.25,1
ID120768,120768,1767,51.548,79.43,26.864,0,840,42,0.25,1
ID120799,120799,1768,53.09,41.065,17.888,0,840,42,0.25,1
ID120921,120921,1773,72.034,60.583,41.307,0,840,42,0.25,1
ID121434,121434,1795,40.896,31.824,3.807,0,840,42,0.25,1
ID121454,121454,1796,22.711,10.89,17.354,0,840,42,0.25,1
ID121563,121563,1800,38.22,57.408,4.126,0,840,42,0.25,1
ID121664,121664,1805,56.105,11.372,6.827,0,840,42,0.25,1
ID121814,121814,1811,36.935,50.165,27.27,0,840,42,0.25,1
ID122101,122101,1823,57.137,20.653,48.668,0,840,42,0.25,1
ID122153,122153,1825,75.034,30.264,28.582,0,840,42,0.25,1
ID122213,122213,1828,69.445,78.447,24.513,0,840,42,0.25,1
ID122273,122273,1830,61.639,10.437,27.295,0,840,42,0.25,1
ID122418,122418,1836,54.733,5.245,4.024,0,840,42,0.25,1
ID122596,122596,1843,28.667,75.765,18.084,0,840,42,0.25,1
ID122901,122901,1856,52.981,73.695,31.966,0,840,42,0.25,1
ID123003,123003,1860,21.513,60.241,34.382,0,840,42,0.25,1
ID123049,123049,1862,32.339,35.545,33.762,0,840,42,0.25,1
ID123098,123098,1863,35.659,28.806,32.685,0,840,42,0.25,1
ID123113,123113,1864,40.686,65.534,30.379,0,840,42,0.25,1
ID123165,123165,1866,71.922,75.206,1.22,0,840,42,0.25,1
ID123277,123277,1871,61.46,3.06,18.446,0,840,42,0.25,1
ID123404,123404,1876,30.089,38.251,2.653,0,840,42,0.25,1
ID123437,123437,1877,33.996,40.197,4.475,0,840,42,0.25,1
ID123702,123702,1887,51.819,45.942,1.604,0,840,42,0.25,1
ID123862,123862,1894,63.382,60.782,43.06,0,840,42,0.25,1
ID123908,123908,1895,43.178,20.748,0.871,0,840,42,0.25,1
ID124078,124078,1902,39.875,48.191,28.379,0,840,42,0.25,1
ID124129,124129,1904,51.048,30.245,11.181,0,840,42,0.25,1
ID124449,124449,1916,52.842,65.877,23.346,0,840,42,0.25,1
ID124483,124483,1917,21.069,51.39,19.017,0,840,42,0.25,1
ID124525,124525,1919,32.6,63.86,40.73,0,840,42,0.25,1
ID124542,124542,1920,25.894,20.122,13.163,0,840,42,0.25,1
ID124621,124621,1923,72.956,53.819,33.012,0,840,42,0.25,1
ID124857,124857,1932,31.025,15.556,32.191,0,840,42,0.25,1
ID124924,124924,1934,29.37,11.24,6.037,0,840,42,0.25,1
ID125013,125013,1937,61.781,15.942,38.37,0,840,42,0.25,1
ID125048,125048,1939,71.395,61.051,54.05,0,840,42,0.25,1
ID125166,125166,1943,60.777,49.212,8.266,0,840,42,0.25,1
ID125195,125195,1944,26.724,27.016,50.119,0,840,42,0.25,1
ID125320,125320,1949,28.512,37.034,47.61,0,840,42,0.25,1
ID125461,125461,1954,73.126,50.704,44.18,0,840,42,0.25,1
ID125638,125638,1961,32.078,6.253,42.613,0,840,42,0.25,1
ID125704,125704,1963,54.027,36.656,43.135,0,840,42,0.25,1
ID125944,125944,1972,49.984,1.205,29.927,0,840,42,0.25,1
ID126319,126319,1985,64.309,69.016,27.532,0,840,42,0.25,1
ID126459,126459,1990,37.929,31.972,36.218,0,840,42,0.25,1
ID126519,126519,1992,61.987,74.802,32.816,0,840,42,0.25,1
ID126649,126649,1997,69.802,76.569,24.979,0,840,42,0.25,1
ID126764,126764,2001,49.414,1.459,47.497,0,840,42,0.25,1
ID126852,126852,2004,72.434,71.484,36.286,0,840,42,0.25,1
ID126990,126990,2009,67.32,14.682,13.736,0,840,42,0.25,1
ID127109,127109,2013,47.527,32.165,36.063,0,840,42,0.25,1
ID127244,127244,2017,56.637,17.815,53.936,0,840,42,0.25,1
ID127252,127252,2018,60.78,70.309,18.326,0,840,42,0.25,1
ID127447,127447,2024,66.677,30.263,26.261,0,840,42,0.25,1
ID127458,127458,2025,27.118,53.051,21.728,0,840,42,0.25,1
ID127499,127499,2026,31.348,23.721,48.49,0,840,42,0.25,1
ID127644,127644,2031,57.894,75.332,4.902,0,840,42,0.25,1
ID127700,127700,2033,47.051,79.256,19.878,0,840,42,0.25,1
ID127824,127824,2037,45.342,46.789,6.831,0,840,42,0.25,1
ID127892,127892,2040,44.958,40.788,33.162,0,840,42,0.25,1
ID127953,127953,2042,23.935,2.883,35.304,0,840,42,0.25,1
ID128046,128046,2045,56.762,34.717,30.53,0,840,42,0.25,1
ID128144,128144,2048,29.436,78.568,43.289,0,840,42,0.25,1
ID128207,128207,2050,39.517,25.049,39.132,0,840,42,0.25,1
ID128265,128265,2052,46.078,62.158,38.601,0,840,42,0.25,1
ID128308,128308,2053,45.645,6.838,40.562,0,840,42,0.25,1
ID128662,128662,2065,57.371,4.706,48.262,0,840,42,0.25,1
ID128774,128774,2069,36.606,42.836,8.586,0,840,42,0.25,1
ID129465,129465,2092,22.823,34.53,50.31,0,840,42,0.25,1
ID129505,129505,2093,33.314,62.097,36.792,0,840,42,0.25,1
ID129550,129550,2095,36.729,21.894,6.681,0,840,42,0.25,1
ID129777,129777,2102,42.069,56.37,8.348,0,840,42,0.25,1
ID129787,129787,2103,54.946,48.753,19.101,0,840,42,0.25,1
ID129860,129860,2105,66.817,33.459,3.205,0,840,42,0.25,1
ID129911,129911,2107,42.321,28.957,27.138,0,840,42,0.25,1
ID129940,129940,2108,56.784,34.203,14.737,0,840,42,0.25,1
ID130058,130058,2112,30.996,27.669,47.551,0,840,42,0.25,1
ID130094,130094,2113,68.392,63.641,34.515,0,840,42,0.25,1
ID130143,130143,2115,49.331,20.701,54.483,0,840,42,0.25,1
ID130202,130202,2117,40.465,37.754,19.209,0,840,42,0.25,1
ID130306,130306,2120,57.213,79.243,9.082,0,840,42,0.25,1
ID130405,130405,2123,60.771,51.162,20.858,0,840,42,0.25,1
ID130696,130696,2133,43.611,8.106,38.943,0,840,42,0.25,1
ID130735,130735,2134,28.179,29.7,12.09,0,840,42,0.25,1
ID130767,130767,2135,24.632,74.464,50.789,0,840,42,0.25,1
ID130781,130781,2136,53.718,67.959,20.923,0,840,42,0.25,1
ID130813,130813,2137,55.687,27.923,22.856,0,840,42,0.25,1
ID130833,130833,2138,40.848,6.629,22.726,0,840,42,0.25,1
ID130910,130910,2140,44.305,44.458,29.405,0,840,42,0.25,1
ID131100,131100,2146,35.44,3.884,29.988,0,840,42,0.25,1
ID131102,131102,2147,25.6,36.745,17.061,0,840,42,0.25,1
ID131200,131200,2150,47.292,27.156,44.304,0,840,42,0.25,1
ID131304,131304,2153,26.22,22.709,25.698,0,840,42,0.25,1
ID131351,131351,2155,42.927,66.26,15.622,0,840,42,0.25,1
ID131420,131420,2157,62.741,11.44,5.505,0,840,42,0.25,1
ID131560,131560,2162,34.902,37.203,6.866,0,840,42,0.25,1
ID131606,131606,2163,38.759,61.809,14.644,0,840,42,0.25,1
ID131654,131654,2165,24.279,66.059,44.737,0,840,42,0.25,1
ID131693,131693,2166,40.798,78.392,44.414,0,840,42,0.25,1
ID131716,131716,2167,27.798,74.2,26.737,0,840,42,0.25,1
ID131778,131778,2169,29.177,53.229,32.296,0,840,42,0.25,1
ID131990,131990,2176,39.458,52.623,50.074,0,840,42,0.25,1
ID132045,132045,2178,20.598,47.903,22.234,0,840,42,0.25,1
ID132172,132172,2182,53.04,21.385,19.395,0,840,42,0.25,1
ID132214,132214,2184,67.002,48.323,-0.237,0,840,42,0.25,1
ID132272,132272,2186,56.878,13.748,45.139,0,840,42,0.25,1
ID132346,132346,2188,56.525,21.001,12.931,0,840,42,0.25,1
ID132758,132758,2202,63.146,54.034,24.751,0,840,42,0.25,1
ID132835,132835,2204,49.892,21.374,2.862,0,840,42,0.25,1
ID132844,132844,2205,59.101,68.811,4.847,0,840,42,0.25,1
